time(ns) Rg
2.370395065844307325e+01 1.935413132504217204e+00
2.380396732788798175e+01 1.935260448738280958e+00
2.390398399733289025e+01 1.926116399504900878e+00
2.400400066677779876e+01 1.927993843988484057e+00
2.410401733622270370e+01 1.935719784905752139e+00
2.420403400566761221e+01 1.926757384698017939e+00
2.430405067511252071e+01 1.912542395541484419e+00
2.440406734455742566e+01 1.915339455682014913e+00
2.450408401400233416e+01 1.927283174390436837e+00
2.460410068344724266e+01 1.928676160642028847e+00
2.470411735289215116e+01 1.913381017865626088e+00
2.480413402233705611e+01 1.915541533683447817e+00
2.490415069178196461e+01 1.917831433816454600e+00
2.500416736122687311e+01 1.916575551431700664e+00
2.510418403067177806e+01 1.918720310232851611e+00
2.520420070011668656e+01 1.909208212740133304e+00
2.530421736956159506e+01 1.919909062742354511e+00
2.540423403900650356e+01 1.906806381921042792e+00
2.550425070845140851e+01 1.913621651864539475e+00
2.560426737789631702e+01 1.920575870509868999e+00
2.570428404734122552e+01 1.922411771750244025e+00
2.580430071678613047e+01 1.923266957644358621e+00
2.590431738623103897e+01 1.932555809704416871e+00
2.600433405567594747e+01 1.922072372835261111e+00
2.610435072512085597e+01 1.913874142821640367e+00
2.620436739456576092e+01 1.921805974704575481e+00
2.630438406401066942e+01 1.923905709594732727e+00
2.640440073345557792e+01 1.934212984414655612e+00
2.650441740290048287e+01 1.925058129542818852e+00
2.660443407234539137e+01 1.934686004986408525e+00
2.670445074179029987e+01 1.922409711730617810e+00
2.680446741123520837e+01 1.909317390802798498e+00
2.690448408068011332e+01 1.915654156296503929e+00
2.700450075012502182e+01 1.913401778389804964e+00
2.710451741956993033e+01 1.909841807476481135e+00
2.720453408901483527e+01 1.907982337043344412e+00
2.730455075845974378e+01 1.910524611070784085e+00
2.740456742790465228e+01 1.929156676505172863e+00
2.750458409734956078e+01 1.920555676027485115e+00
2.760460076679446573e+01 1.927246453568317142e+00
2.770461743623937423e+01 1.920562024913916588e+00
2.780463410568428273e+01 1.922126460532490144e+00
2.790465077512918768e+01 1.911099328637156036e+00
2.800466744457409618e+01 1.914612664209859982e+00
2.810468411401900468e+01 1.920102898983378159e+00
2.820470078346391318e+01 1.910933897797535197e+00
2.830471745290881813e+01 1.902379625875973090e+00
2.840473412235372663e+01 1.920882029141517400e+00
2.850475079179863513e+01 1.906732345247823757e+00
2.860476746124354008e+01 1.914274915293139978e+00
2.870478413068844858e+01 1.915901324735239886e+00
2.880480080013335709e+01 1.900598382903939010e+00
2.890481746957826559e+01 1.922975617139498050e+00
2.900483413902317054e+01 1.910880960235908699e+00
2.910485080846807904e+01 1.907623739803974594e+00
2.920486747791298754e+01 1.909075371430487333e+00
2.930488414735789249e+01 1.912366936101341786e+00
2.940490081680280099e+01 1.904715061186732283e+00
2.950491748624770949e+01 1.910713217401742714e+00
2.960493415569261799e+01 1.918899458769221633e+00
2.970495082513752294e+01 1.937112154802576480e+00
2.980496749458243144e+01 1.925786694191529591e+00
2.990498416402733994e+01 1.923650766512295718e+00
3.000500083347224489e+01 1.918971792506971141e+00
3.010501750291715339e+01 1.928808789506444743e+00
3.020503417236206190e+01 1.924952466901086012e+00
3.030505084180697040e+01 1.929927874327129311e+00
3.040506751125187535e+01 1.914618314431208113e+00
3.050508418069678385e+01 1.928726394548157197e+00
3.060510085014169235e+01 1.922445023983484713e+00
3.070511751958659730e+01 1.930673058565566924e+00
3.080513418903150580e+01 1.911441960546479857e+00
3.090515085847641430e+01 1.923325129245855969e+00
3.100516752792132280e+01 1.925084740036338005e+00
3.110518419736622775e+01 1.923672353518648181e+00
3.120520086681113625e+01 1.921124387758548879e+00
3.130521753625604475e+01 1.921951883189760402e+00
3.140523420570094970e+01 1.935545391298016504e+00
3.150525087514585820e+01 1.920283285906439597e+00
3.160526754459076670e+01 1.927033181969687758e+00
3.170528421403567521e+01 1.912004108921198986e+00
3.180530088348058015e+01 1.918394554108962646e+00
3.190531755292548866e+01 1.937578893966183990e+00
3.200533422237039360e+01 1.925564479062403800e+00
3.210535089181530566e+01 1.931554352708854339e+00
3.220536756126021061e+01 1.925220977691533664e+00
3.230538423070511556e+01 1.932828325281535031e+00
3.240540090015002761e+01 1.920351363214642282e+00
3.250541756959493256e+01 1.923889336992947285e+00
3.260543423903984461e+01 1.921042318515187253e+00
3.270545090848474956e+01 1.915247948939279743e+00
3.280546757792965451e+01 1.917919588874610781e+00
3.290548424737456656e+01 1.916043178627084842e+00
3.300550091681947151e+01 1.925399379478785811e+00
3.310551758626437646e+01 1.924096062627671744e+00
3.320553425570928852e+01 1.918765898015951432e+00
3.330555092515419346e+01 1.920960528330872830e+00
3.340556759459909841e+01 1.913472003026572610e+00
3.350558426404401047e+01 1.917599431052625647e+00
3.360560093348891542e+01 1.916486584540817883e+00
3.370561760293382036e+01 1.922096502533052753e+00
3.380563427237873242e+01 1.915778191046033418e+00
3.390565094182363737e+01 1.919853158423639794e+00
3.400566761126854942e+01 1.918469322248628650e+00
3.410568428071345437e+01 1.919247038977997200e+00
3.420570095015835932e+01 1.908222770928727385e+00
3.430571761960327137e+01 1.911523545516512712e+00
3.440573428904817632e+01 1.918137058205515721e+00
3.450575095849308127e+01 1.911461052781155079e+00
3.460576762793799332e+01 1.914982448162969142e+00
3.470578429738289827e+01 1.914038946527838680e+00
3.480580096682780322e+01 1.907321620942162621e+00
3.490581763627271528e+01 1.907342139558822813e+00
3.500583430571762023e+01 1.908696186377827120e+00
3.510585097516252517e+01 1.908275663773759456e+00
3.520586764460743723e+01 1.908120501001649094e+00
3.530588431405234218e+01 1.914177640702569239e+00
3.540590098349725423e+01 1.914482682331439367e+00
3.550591765294215918e+01 1.921219313948845819e+00
3.560593432238706413e+01 1.920591578171515268e+00
3.570595099183197618e+01 1.906556384688536054e+00
3.580596766127688113e+01 1.930471395315385141e+00
3.590598433072178608e+01 1.912814769398964110e+00
3.600600100016669813e+01 1.926629690229774594e+00
3.610601766961160308e+01 1.928601222246189018e+00
3.620603433905650803e+01 1.915689166426289392e+00
3.630605100850142009e+01 1.920449047479421356e+00
3.640606767794632503e+01 1.933766513897504868e+00
3.650608434739122998e+01 1.928750450237889824e+00
3.660610101683614204e+01 1.917489859275251174e+00
3.670611768628104699e+01 1.925598208595020511e+00
3.680613435572595904e+01 1.919449816061622904e+00
3.690615102517086399e+01 1.906711624824741991e+00
3.700616769461576894e+01 1.910566994167537835e+00
3.710618436406068099e+01 1.904484142926924806e+00
3.720620103350558594e+01 1.919092619083199391e+00
3.730621770295049089e+01 1.928150843518576130e+00
3.740623437239540294e+01 1.929869390339149060e+00
3.750625104184030789e+01 1.932352234085813913e+00
3.760626771128521284e+01 1.923389383989186907e+00
3.770628438073012489e+01 1.931171360873608078e+00
3.780630105017502984e+01 1.932343058195547414e+00
3.790631771961993479e+01 1.929868509766229590e+00
3.800633438906484685e+01 1.925628024939463057e+00
3.810635105850975179e+01 1.928456854077368110e+00
3.820636772795466385e+01 1.931120515292825912e+00
3.830638439739956880e+01 1.926207454439982980e+00
3.840640106684447375e+01 1.926192297837789669e+00
3.850641773628938580e+01 1.923147835948887163e+00
3.860643440573429075e+01 1.913775021027517287e+00
3.870645107517919570e+01 1.906604987394889816e+00
3.880646774462410775e+01 1.906577451690207647e+00
3.890648441406901270e+01 1.928075585647263557e+00
3.900650108351391765e+01 1.927110352995073050e+00
3.910651775295882970e+01 1.915900384816410229e+00
3.920653442240373465e+01 1.913252603280300335e+00
3.930655109184863960e+01 1.920527550784997262e+00
3.940656776129355165e+01 1.915695533097954373e+00
3.950658443073845660e+01 1.918446224756284568e+00
3.960660110018336866e+01 1.934981941418747908e+00
3.970661776962827361e+01 1.913900001540693507e+00
3.980663443907317856e+01 1.904892639064475146e+00
3.990665110851809061e+01 1.913650645002842099e+00
4.000666777796299556e+01 1.916661664671095000e+00
4.010668444740790051e+01 1.908759905115818389e+00
4.020670111685281256e+01 1.892853300819859363e+00
4.030671778629771751e+01 1.900231125398186283e+00
4.040673445574262246e+01 1.903076414363646274e+00
4.050675112518753451e+01 1.908583950767241300e+00
4.060676779463243946e+01 1.908996529528462105e+00
4.070678446407734441e+01 1.912732286791056779e+00
4.080680113352225646e+01 1.919319346160677675e+00
4.090681780296716141e+01 1.914906958464380748e+00
4.100683447241207347e+01 1.917801335463752865e+00
4.110685114185697842e+01 1.914502380211874133e+00
4.120686781130188336e+01 1.916145009915059427e+00
4.130688448074679542e+01 1.918202544940716958e+00
4.140690115019170037e+01 1.907754831157900677e+00
4.150691781963660532e+01 1.915501126894876505e+00
4.160693448908151737e+01 1.919743674135791611e+00
4.170695115852642232e+01 1.914004064544650108e+00
4.180696782797132727e+01 1.905445885858133126e+00
4.190698449741623932e+01 1.922735254132578397e+00
4.200700116686114427e+01 1.904329211548265066e+00
4.210701783630604922e+01 1.912222045208927579e+00
4.220703450575096127e+01 1.911504369485280908e+00
4.230705117519586622e+01 1.915563290740070146e+00
4.240706784464077828e+01 1.903997748332159956e+00
4.250708451408568322e+01 1.929713214742647454e+00
4.260710118353058817e+01 1.922575312502328604e+00
4.270711785297550023e+01 1.923730138117949462e+00
4.280713452242040518e+01 1.912541905677825227e+00
4.290715119186531012e+01 1.909054637138381860e+00
4.300716786131022218e+01 1.909881965991583108e+00
4.310718453075512713e+01 1.907357842041960794e+00
4.320720120020003208e+01 1.904539687885289156e+00
4.330721786964494413e+01 1.912167420135565843e+00
4.340723453908984908e+01 1.908188535140782571e+00
4.350725120853475403e+01 1.904207303715816479e+00
4.360726787797966608e+01 1.918705574192326457e+00
4.370728454742457103e+01 1.908063275746501919e+00
4.380730121686948308e+01 1.911951782055541171e+00
4.390731788631438803e+01 1.911603999348818084e+00
4.400733455575929298e+01 1.915523710484285047e+00
4.410735122520420504e+01 1.921709752912627023e+00
4.420736789464910999e+01 1.911847574059570398e+00
4.430738456409401493e+01 1.924723481964477623e+00
4.440740123353892699e+01 1.905363577844691791e+00
4.450741790298383194e+01 1.921670230362622966e+00
4.460743457242873689e+01 1.914249376425779747e+00
4.470745124187364894e+01 1.919957130134884560e+00
4.480746791131855389e+01 1.915936886907733339e+00
4.490748458076345884e+01 1.915607525760691265e+00
4.500750125020837089e+01 1.897799267642643617e+00
4.510751791965327584e+01 1.904577661982927106e+00
4.520753458909818789e+01 1.915770846346006140e+00
4.530755125854309284e+01 1.915998168104303456e+00
4.540756792798799779e+01 1.911980429629202893e+00
4.550758459743290985e+01 1.898258701059528430e+00
4.560760126687781479e+01 1.914973093198067078e+00
4.570761793632271974e+01 1.903711169590569519e+00
4.580763460576763180e+01 1.929571668756212999e+00
4.590765127521253675e+01 1.941910002028057969e+00
4.600766794465744169e+01 1.907543122235556776e+00
4.610768461410235375e+01 1.905583172927360902e+00
4.620770128354725870e+01 1.908301263423475502e+00
4.630771795299216365e+01 1.910661353916279337e+00
4.640773462243707570e+01 1.913576823072429267e+00
4.650775129188198065e+01 1.919253031050822678e+00
4.660776796132689270e+01 1.915697468077215415e+00
4.670778463077179765e+01 1.913302830697400037e+00
4.680780130021670260e+01 1.918521021071224020e+00
4.690781796966161465e+01 1.916820476893961400e+00
4.700783463910651960e+01 1.923230812907245291e+00
4.710785130855142455e+01 1.924397728023737431e+00
4.720786797799633661e+01 1.917176968264672432e+00
4.730788464744124155e+01 1.927266302138177068e+00
4.740790131688614650e+01 1.915062785685236246e+00
4.750791798633105856e+01 1.921339754911113973e+00
4.760793465577596351e+01 1.922973600365702973e+00
4.770795132522086845e+01 1.923131144430883399e+00
4.780796799466578051e+01 1.911495944531764302e+00
4.790798466411068546e+01 1.920169253605413129e+00
4.800800133355559751e+01 1.914683742455473014e+00
4.810801800300050246e+01 1.915745190918765495e+00
4.820803467244540741e+01 1.922129969464397403e+00
4.830805134189031946e+01 1.919678968541201014e+00
4.840806801133522441e+01 1.909077713355132655e+00
4.850808468078012936e+01 1.921725205654780222e+00
4.860810135022504141e+01 1.904294596546701079e+00
4.870811801966994636e+01 1.912941609739132520e+00
4.880813468911485131e+01 1.907803217926598238e+00
4.890815135855976337e+01 1.908120150634446954e+00
4.900816802800466832e+01 1.923954130162860432e+00
4.910818469744957326e+01 1.920241637123913714e+00
4.920820136689448532e+01 1.908050123147176924e+00
4.930821803633939027e+01 1.913463663933077541e+00
4.940823470578430232e+01 1.919597771396550856e+00
4.950825137522920727e+01 1.923373379341221323e+00
4.960826804467411222e+01 1.914567848664585403e+00
4.970828471411902427e+01 1.919217485690811520e+00
4.980830138356392922e+01 1.917364017444887159e+00
4.990831805300883417e+01 1.920162968405808579e+00
5.000833472245374622e+01 1.919734356417560406e+00
5.010835139189865117e+01 1.906943718436013624e+00
5.020836806134355612e+01 1.916997237227142659e+00
5.030838473078846818e+01 1.912996245318139277e+00
5.040840140023337312e+01 1.899746863091423377e+00
5.050841806967827807e+01 1.918361537128866479e+00
5.060843473912319013e+01 1.908126808337871294e+00
5.070845140856809508e+01 1.911216686054176384e+00
5.080846807801300713e+01 1.916265312005528854e+00
5.090848474745791208e+01 1.911527326434589558e+00
5.100850141690281703e+01 1.911178896626268386e+00
5.110851808634772908e+01 1.912994366347525288e+00
5.120853475579263403e+01 1.904827902355353819e+00
5.130855142523753898e+01 1.915746767175489751e+00
5.140856809468245103e+01 1.916919276957403717e+00
5.150858476412735598e+01 1.914299429845910394e+00
5.160860143357226093e+01 1.914758847580515511e+00
5.170861810301717298e+01 1.918190185396334790e+00
5.180863477246207793e+01 1.917079508486755790e+00
5.190865144190698999e+01 1.922206338641349932e+00
5.200866811135189494e+01 1.915705689667446920e+00
5.210868478079679988e+01 1.907952737424094991e+00
5.220870145024171194e+01 1.923806967737810236e+00
5.230871811968661689e+01 1.914216068415082628e+00
5.240873478913152184e+01 1.925963668637882709e+00
5.250875145857643389e+01 1.913665797620699882e+00
5.260876812802133884e+01 1.911912671053277002e+00
5.270878479746624379e+01 1.917067879434179112e+00
5.280880146691115584e+01 1.918753240209054800e+00
5.290881813635606079e+01 1.904668682132311774e+00
5.300883480580096574e+01 1.910288725905815665e+00
5.310885147524587779e+01 1.913710433268930311e+00
5.320886814469078274e+01 1.915059152206053827e+00
5.330888481413569480e+01 1.918942584423868780e+00
5.340890148358059974e+01 1.929844853607030508e+00
5.350891815302550469e+01 1.915277512748522870e+00
5.360893482247041675e+01 1.910158641476613850e+00
5.370895149191532170e+01 1.916147487185838383e+00
5.380896816136022665e+01 1.921828395507991338e+00
5.390898483080513870e+01 1.903925919190234239e+00
5.400900150025004365e+01 1.922193408256289704e+00
5.410901816969494860e+01 1.909626172498950947e+00
5.420903483913986065e+01 1.917287608010685540e+00
5.430905150858476560e+01 1.912507173377417491e+00
5.440906817802967055e+01 1.907482041074816115e+00
5.450908484747458260e+01 1.905685196132191228e+00
5.460910151691948755e+01 1.907213658778007526e+00
5.470911818636439961e+01 1.902488783254207672e+00
5.480913485580930455e+01 1.916594876465803177e+00
5.490915152525420950e+01 1.915713628290846682e+00
5.500916819469912156e+01 1.913659124540719958e+00
5.510918486414402651e+01 1.913255086227449109e+00
5.520920153358893145e+01 1.929147364484260052e+00
5.530921820303384351e+01 1.919353809739687833e+00
5.540923487247874846e+01 1.924630719857042926e+00
5.550925154192365341e+01 1.909830249483655651e+00
5.560926821136856546e+01 1.919437301747526581e+00
5.570928488081347041e+01 1.915042986415882664e+00
5.580930155025837536e+01 1.902352490074284086e+00
5.590931821970328741e+01 1.908273671492539014e+00
5.600933488914819236e+01 1.925270807204343182e+00
5.610935155859310441e+01 1.905900168319891286e+00
5.620936822803800936e+01 1.925054202954779914e+00
5.630938489748291431e+01 1.907247752207638536e+00
5.640940156692782637e+01 1.909957508798502124e+00
5.650941823637273131e+01 1.918176354015301177e+00
5.660943490581763626e+01 1.906139131511917606e+00
5.670945157526254832e+01 1.903586155792809542e+00
5.680946824470745327e+01 1.906202765515452091e+00
5.690948491415235821e+01 1.902015248799361791e+00
5.700950158359727027e+01 1.904847519980074733e+00
5.710951825304217522e+01 1.897099663828096805e+00
5.720953492248708017e+01 1.892350003879616160e+00
5.730955159193199222e+01 1.892197052333775664e+00
5.740956826137689717e+01 1.889424013678200120e+00
5.750958493082180922e+01 1.900722883324129198e+00
5.760960160026671417e+01 1.901792453274745665e+00
5.770961826971161912e+01 1.895096913516130410e+00
5.780963493915653117e+01 1.892080243920126303e+00
5.790965160860143612e+01 1.881268012637771658e+00
5.800966827804634107e+01 1.890452560995857789e+00
5.810968494749125313e+01 1.889857547132788307e+00
