8.440000000000000835e-01 9.679710743533057382e+00 nan
9.320000000000000506e-01 9.679710743533057382e+00 nan
1.020000000000000018e+00 9.679710743533057382e+00 nan
1.108000000000000096e+00 9.679710743533057382e+00 nan
1.196000000000000174e+00 9.679710743533057382e+00 nan
1.284000000000000252e+00 9.679710743533057382e+00 nan
1.372000000000000108e+00 9.679710743533057382e+00 nan
1.459999999999999964e+00 9.679710743533057382e+00 nan
1.548000000000000043e+00 9.679710743533057382e+00 nan
1.636000000000000121e+00 9.679710743533057382e+00 nan
1.724000000000000199e+00 9.679710743533057382e+00 nan
1.812000000000000277e+00 9.679710743533057382e+00 nan
1.900000000000000133e+00 0.000000000000000000e+00 -4.028977696889546496e-03
1.987999999999999989e+00 2.912134690296801498e+00 -5.331680485550498449e-01
2.076000000000000068e+00 9.679710743533057382e+00 nan
2.164000000000000146e+00 9.679710743533057382e+00 nan
2.252000000000000224e+00 9.679710743533057382e+00 nan
2.340000000000000302e+00 9.679710743533057382e+00 nan
2.428000000000000380e+00 9.679710743533057382e+00 nan
2.516000000000000458e+00 9.679710743533057382e+00 nan
2.604000000000000092e+00 9.679710743533057382e+00 nan
2.692000000000000171e+00 9.679710743533057382e+00 nan
2.780000000000000249e+00 9.679710743533057382e+00 nan
2.867999999999999883e+00 9.679710743533057382e+00 nan
2.955999999999999961e+00 9.679710743533057382e+00 nan
