#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
335000,-686473.0999995945,127666.25056394178,-558806.8494356527,300.21351845305657,500.38009974184206,102
340000,-685447.7765051303,128084.83810887509,-557362.9383962553,301.19784782037135,499.33636371022584,102
345000,-686016.0217149188,128648.20947046537,-557367.8122444535,302.5226435115709,500.3919211808069,102
350000,-685296.2146216948,127877.75651748548,-557418.4581042093,300.7108851902063,499.7595532060975,102
355000,-688374.7232963117,127684.06264514755,-560690.6606511641,300.25540444521295,499.53240797444977,102
360000,-688224.7663524258,127791.17186614877,-560433.5944862771,300.50727708934164,499.5259284996777,102
365000,-685658.2162395138,128443.30344690627,-557214.9127926076,302.0407968370334,500.7403119225948,102
370000,-688315.6643544054,127110.87826901895,-561204.7860853864,298.9075329637543,500.37038221140523,102
375000,-684820.9336027196,127350.17874270288,-557470.7548600168,299.4702598931878,500.40522730080215,102
380000,-685969.2215708192,128093.33214714656,-557875.8894236726,301.21782197253833,501.1178393974898,102
385000,-685493.5834385762,127231.99307372211,-558261.5903648541,299.19234043241636,500.5714263927126,102
390000,-686168.9147780412,128662.94127315655,-557505.9735048846,302.5572860760665,501.0885802955538,102
395000,-687889.9125298779,127059.41808802047,-560830.4944418573,298.7865217965152,499.20316511515745,102
400000,-685666.1181622795,127274.71916625462,-558391.3989960249,299.2928129575534,500.8307693217276,102
405000,-685846.347759245,128310.88732708176,-557535.4604321632,301.72941376549477,502.8081990006508,102
410000,-684958.4290666454,127334.19431248319,-557624.2347541623,299.43267171294815,502.26274493415394,102
415000,-685285.0280825314,126623.53462658392,-558661.4934559475,297.76152022393575,501.8296676182657,102
420000,-686329.4080746421,128293.21522846108,-558036.192846181,301.6878569493282,501.84789488313544,102
425000,-686516.9746066681,128010.47792898188,-558506.4966776862,301.02298617024906,500.9281417009087,102
430000,-687020.2398423725,126524.65118392534,-560495.5886584471,297.5289909054498,500.2457675814953,102
435000,-687731.6311215246,127451.25651517155,-560280.374606353,299.7079492870267,499.5839075182803,102
440000,-686361.7062212918,126935.71614607936,-559425.9900752124,298.49563054635655,501.6128579392563,102
445000,-686488.5171618233,127200.30417971918,-559288.2129821042,299.11782242689435,500.5814421845617,102
450000,-686964.5524207121,127087.36865192954,-559877.1837687825,298.8522489334588,500.4627990332229,102
455000,-687368.7996324031,127783.08360908169,-559585.7160233214,300.4882571517972,498.9197083980754,102
460000,-686824.1181397443,127785.96850378177,-559038.1496359624,300.49504112473016,498.87189799404644,102
465000,-686582.0058357194,127756.13936107844,-558825.866474641,300.42489641660376,498.55125034749307,101
470000,-688285.6558555006,128015.50262268414,-560270.1532328165,301.0348019866362,500.2961783445897,102
475000,-686375.0508844364,128587.03703793674,-557788.0138464996,302.3787935032826,499.29510789948637,102
480000,-686751.418930192,128044.53156543022,-558706.8873647618,301.10306498488575,500.82308955693867,102
485000,-685228.3441015584,127471.06861533073,-557757.2754862277,299.75453842292166,500.7209774088974,102
490000,-686429.5894234516,127344.32831869705,-559085.2611047545,299.45650233104845,500.07987257135505,102
495000,-687137.6367728068,127527.72914434574,-559609.907628461,299.8877784663777,501.5096074330462,102
500000,-686430.3104012599,127644.94599112315,-558785.3644101368,300.16341969369955,501.10438658308976,102
505000,-686454.2749644769,127721.41603337094,-558732.858931106,300.3432427897649,501.79217439179143,101
510000,-685367.4701501252,126510.48130966036,-558856.9888404649,297.4956697435113,502.1424178320479,101
515000,-686045.4095367095,127129.74417538987,-558915.6653613197,298.9518970780398,501.8097033660284,101
520000,-686494.0344856651,127206.4272258738,-559287.6072597913,299.13222107353437,502.8178465876946,102
525000,-685751.9686019165,128353.8593915251,-557398.1092103913,301.8304647057765,502.4089131645775,102
530000,-685298.6232405561,128207.95048735006,-557090.672753206,301.48735268280626,501.2842343418651,102
535000,-684344.4340058765,126700.11823729129,-557644.3157685853,297.941610381865,502.6807277535665,102
540000,-685098.0716262669,127433.5534264734,-557664.5181997935,299.66631959615626,501.74712865866263,102
545000,-686257.1252638595,128914.47975644167,-557342.6455074179,303.1487912918913,501.89085452173794,101
550000,-686650.3611894799,128025.28944166214,-558625.0717478178,301.0578161767363,502.9968110670089,102
555000,-686384.4321695524,127359.58296960767,-559024.8491999448,299.49237439905716,502.3383545493344,102
560000,-686711.5876712883,127059.75856223283,-559651.8291090555,298.7873224385078,500.60856893948676,102
565000,-685804.8882524804,126651.88530459249,-559153.0029478879,297.8281882490237,502.99268167502754,102
570000,-685769.0765378103,128370.22732308676,-557398.8492147236,301.8689547084375,503.19290691351057,102
575000,-686457.37930064,128081.26853436243,-558376.1107662775,301.1894537889097,501.776330853304,101
580000,-685174.5474972613,126917.87615317645,-558256.6713440849,298.4536789184603,502.4349616382277,102
585000,-686154.2592598991,126918.73719727201,-559235.5220626271,298.4557037063454,502.1744894799882,102
590000,-686723.8389012781,128484.35515897116,-558239.4837423069,302.13733197347767,499.8161536001765,102
595000,-685875.4636303727,126394.6160804538,-559480.8475499188,297.22320691192647,500.5517528792057,101
600000,-685808.2630836717,127731.65621624544,-558076.6068674263,300.3673230875474,500.9601541921032,102
605000,-687760.8490630123,128203.54634562822,-559557.3027173841,301.47699612517073,499.5887330781844,102
610000,-686669.7268379428,127416.91428519232,-559252.8125527506,299.6271918303923,497.5831279407536,102
615000,-686084.7877324568,126817.6628202427,-559267.1249122141,298.2180222970506,498.99656772365876,101
620000,-685884.473858105,128123.9094070145,-557760.5644510905,301.28972591527224,500.1350136074625,102
625000,-687869.1628387864,129005.50276149635,-558863.66007729,303.3628364015967,500.6349945435098,102
630000,-687350.4180082399,128144.70628412534,-559205.7117241146,301.33863080299864,501.77045332449535,102
635000,-686701.2010441078,126737.92673863191,-559963.2743054759,298.03051894747864,500.66701064819364,101
640000,-686682.0759669105,128326.58746897336,-558355.4884979371,301.7663334276347,500.45924235495573,102
645000,-687445.6415333445,127530.73765534547,-559914.903877999,299.89485312916867,500.147432962599,101
650000,-685995.7662721658,127803.32914303418,-558192.4371291316,300.5358655287488,502.9350088510328,101
655000,-686791.663018201,128412.96630141011,-558378.6967167909,301.9694575351506,501.05099207721594,102
660000,-685910.8244578349,127719.83380626104,-558190.9906515739,300.3395221042622,500.34620834542903,102
665000,-685443.6390534122,128023.93099961313,-557419.7080537991,301.0546217329006,501.1303367896674,101
670000,-687468.8819704768,127902.96489181096,-559565.9170786659,300.77016393237426,498.41995195603124,102
675000,-686702.6042320109,127613.52758399793,-559089.076648013,300.0895377514823,500.30397111283736,102
680000,-686143.1164341425,128188.45137787666,-557954.6650562658,301.4414995600283,503.1868146314967,102
685000,-686025.5518869446,128054.55137793964,-557971.0005090049,301.12662707082785,503.6934587880367,102
690000,-685605.7946968628,126829.73659129202,-558776.0581055707,298.24641436834355,502.2451534966284,102
695000,-686341.0636793766,127073.92473075632,-559267.1389486203,298.82063488621145,501.4448605975583,102
700000,-687088.6174488962,127584.22923641512,-559504.388212481,300.0206412344009,499.0221402340044,101
705000,-688153.3834121805,127404.8225204653,-560748.5608917151,299.598757446074,499.05729121753706,101
710000,-687605.5146728479,126957.19920438848,-560648.3154684594,298.5461490231945,499.7143612122407,102
715000,-685371.3108209562,128335.83489184611,-557035.4759291101,301.7880792010477,499.6697650864427,101
720000,-686484.4183183899,128296.72472635144,-558187.6935920385,301.69610970763364,500.25656229625326,101
725000,-686780.9483096227,127420.36642457568,-559360.581885047,299.63530970732444,500.93212134778946,101
730000,-686152.2570733731,127724.41152835102,-558427.845545022,300.3502868447403,501.26395301299027,102
735000,-686561.1038124519,127118.74275635285,-559442.3610560991,298.9260266956757,501.89411334229504,102
740000,-685441.9041808858,127263.48951546353,-558178.4146654222,299.2664058769029,502.34261408084353,101
745000,-686923.7516824114,127624.75413962197,-559298.9975427894,300.11593755369404,500.4327019381781,101
750000,-685382.1699848394,126902.1405379423,-558480.0294468971,298.4166758389965,501.23926725421904,102
755000,-686610.2862176038,127188.51397381292,-559421.7722437909,299.0900971730957,499.8240911560939,101
760000,-686234.0232968703,127200.51318669983,-559033.5101101705,299.11831391717277,500.39168229144383,101
765000,-686496.9931631535,127857.46487636352,-558639.52828679,300.6631683899595,499.34137749124,101
770000,-686218.8592600785,127940.90179966867,-558277.9574604098,300.8593744522797,499.81308632057033,101
775000,-687128.3448603167,128046.62153145508,-559081.7233288616,301.10797964362285,501.62975722095234,101
780000,-688505.3315902855,128380.79664038745,-560124.534949898,301.89380898214307,500.6094880247821,101
785000,-686269.3365036766,127892.59129384422,-558376.7452098324,300.74576990238705,500.6087454125809,101
790000,-686241.1534333131,127767.41462626419,-558473.7388070489,300.4514107617651,499.50530044322534,101
795000,-686773.848646766,126423.05610155614,-560350.7925452099,297.29008503172946,500.60691010976774,101
800000,-686642.9200595696,127496.78865535842,-559146.1314042113,299.815020372359,501.23925593101796,101
805000,-686086.3276788928,127809.03024457746,-558277.2974343153,300.54927195171337,503.61302093699453,101
810000,-685712.5768356924,127309.92538241704,-558402.6514532753,299.3756021205378,501.67043523688216,101
815000,-687600.5823962637,127791.19104361173,-559809.391352652,300.5073221860967,499.74181369752466,102
820000,-686750.3253121148,127176.79422971961,-559573.5310823952,299.06253761374404,501.0264207816781,101
825000,-688496.9231017837,128970.08526834531,-559526.8378334384,303.2795504102976,501.2387949715256,101
830000,-686113.6293649408,127533.26911525079,-558580.36024969,299.90080598265695,500.5267106714903,101
835000,-687237.9411104014,128105.40632374864,-559132.5347866528,301.2462149975087,502.5272979575809,101
840000,-684859.5534096458,127756.02874048566,-557103.5246691601,300.4246362867948,501.86379289075154,101
845000,-687178.5708217551,127524.00000821997,-559654.5708135351,299.87900921787104,501.74725080640394,101
850000,-686888.1202902202,126608.16539023911,-560279.9548999812,297.72537870259686,501.13317859176857,101
855000,-686735.8724149601,126507.74461841387,-560228.1277965462,297.4892342783481,501.2464752037125,101
860000,-686991.5370135014,128730.83900367754,-558260.6980098239,302.7169509560535,500.23864856165284,101
865000,-687437.5396842789,126829.78216848621,-560607.7575157927,298.2465215453756,500.3892076540873,101
870000,-686689.2289396133,126840.13911960373,-559849.0898200097,298.2708764294714,500.05883147991034,101
875000,-687198.632839716,126951.92488823389,-560246.7079514822,298.5337462072333,499.62128220302344,101
880000,-686414.0403705137,127521.72503043135,-558892.3153400824,299.8736594947977,498.47113622639176,101
885000,-687089.270093591,128060.23232860398,-559029.037764987,301.1399861080015,499.37492404160287,101
890000,-685690.2339790538,127326.56250130502,-558363.6714777488,299.41472513054407,500.43537576078666,101
895000,-685972.002489252,128494.49014250113,-557477.5123467508,302.16116488978525,500.2438589071293,101
900000,-686260.897757981,128870.5066560565,-557390.3911019245,303.04538636595663,500.03337355168657,101
905000,-686220.4949989221,128247.29636441299,-557973.1986345091,301.5798764636607,499.9810175228058,101
910000,-686018.4892840986,127881.23356453708,-558137.2557195616,300.7190616387553,499.86883318934645,101
915000,-686834.511042255,128773.78410252178,-558060.7269397331,302.81793848539184,499.9785988184266,101
920000,-685488.1759197251,127385.55715539778,-558102.6187643274,299.55345398485656,499.5771644919908,101
925000,-686317.7689892906,128140.50526695559,-558177.263722335,301.3287519028192,501.11065807685156,101
930000,-686068.2296543149,126731.91559741055,-559336.3140569044,298.01638345083785,501.7990550915441,101
935000,-686502.3321927167,127258.64047530555,-559243.6917174112,299.2550031185348,500.53383805820675,101
940000,-687076.9713595929,127357.31058256721,-559719.6607770256,299.48703076825666,501.6485000687585,101
945000,-688210.3441902124,127324.02212113375,-560886.3220690787,299.4087513006081,498.9880897001989,101
950000,-686765.7521104007,127437.75197389547,-559328.0001365052,299.67619268860165,498.1399222294359,101
955000,-687706.3522325302,127502.62565762279,-560203.7265749074,299.82874637260784,498.4618662357544,101
960000,-686818.919479676,128206.12205801059,-558612.7974216655,301.48305304055293,501.9221182577672,101
965000,-686178.8121905765,127600.86579426331,-558577.9463963131,300.05976292509433,500.6502085965807,101
970000,-685543.7616925696,128023.2837270429,-557520.4779655267,301.0530996393571,501.946092682315,101
975000,-687627.25856638,127964.98420014099,-559662.2743662391,300.9160054111013,499.7152808521452,101
980000,-686660.0241350229,128467.50849185132,-558192.5156431716,302.0977162004138,499.33672011046735,101
985000,-687331.085847348,127822.44531850296,-559508.640528845,300.5808181632273,500.231278819586,101
990000,-685973.9477049331,127457.74107188772,-558516.2066330453,299.7231980436774,501.8039069665339,101
995000,-685578.4724535733,128733.95714043186,-556844.5153131414,302.7242834092421,501.4586949652571,101
1000000,-686702.6783271334,127332.98019096139,-559369.698136172,299.4298166459882,500.67044492016726,101
1005000,-685942.7523554568,128713.69572977186,-557229.056625685,302.6766376974257,500.3193504905576,101
1010000,-686098.246869552,128399.37853601886,-557698.868333533,301.93750523109213,501.26549926544055,101
1015000,-686713.0560896941,127147.27520556818,-559565.780884126,298.9931221647694,501.6735841258011,101
1020000,-687302.2813029122,127144.70231552579,-560157.5789873863,298.98707188625957,501.79121186625713,101
1025000,-686866.8907718901,128133.285956115,-558733.6048157751,301.3117753354125,498.60597958081394,101
1030000,-687420.3578581638,127904.20597194918,-559516.1518862146,300.77308239385746,499.6626826157657,101
1035000,-687308.4837757917,128359.55630306239,-558948.9274727294,301.84386127573424,500.09580697211226,101
1040000,-687611.1400060738,127432.17697841387,-560178.9630276599,299.663082810294,501.66084729305356,101
1045000,-686401.7538040965,128471.87799290288,-557929.8758111936,302.1079912987956,500.810251035769,101
1050000,-685875.6226746109,127988.02729174914,-557887.5953828618,300.9701923835953,499.9994599932928,101
1055000,-685909.6800046521,128361.32823697064,-557548.3517676815,301.8480280661798,502.30064024068645,101
1060000,-686068.8214469864,126913.21432086205,-559155.6071261243,298.442716388619,502.73598561000455,101
1065000,-685603.42064087,127546.78528795927,-558056.6353529107,299.932589932972,502.91146129031625,101
1070000,-687030.434155426,127260.60450313741,-559769.8296522886,299.25962162736647,501.1235059409138,101
1075000,-686648.5756285577,127086.97630844865,-559561.599320109,298.85132631830936,500.5348298718686,101
1080000,-687394.9178239345,127976.88324261433,-559418.0345813201,300.943986599484,500.6342410090755,101
1085000,-685642.7646219246,126868.30024739623,-558774.4643745284,298.33709871782753,502.89712640345505,101
1090000,-685909.0218791068,127718.7280967448,-558190.293782362,300.3369219735088,501.6787767962757,101
1095000,-686129.0191670437,127887.38065765108,-558241.6385093926,300.7335168330127,501.90697278064056,101
1100000,-687056.2552291746,127822.97698390274,-559233.2782452719,300.58206840077725,501.7951713273891,101
1105000,-686622.3104281113,127684.09316348605,-558938.2172646252,300.25547621059917,501.7867890953485,101
1110000,-685831.890981162,127923.52863208501,-557908.3623490769,300.818520587269,500.7138889369731,101
1115000,-687920.4851160608,127876.58016926635,-560043.9049467945,300.70811894904045,499.681164520223,101
1120000,-685774.0383864627,128366.06318593223,-557407.9752005305,301.8591625334425,499.2218236633825,101
1125000,-687119.5110270581,127287.31606503087,-559832.1949620272,299.3224351896352,498.7754235666694,101
1130000,-688168.7801869283,127347.92632439098,-560820.8538625373,299.4649632198426,498.7725489270055,101
1135000,-686063.0408827076,127453.78639465215,-558609.2544880554,299.71389842406774,501.60001113843293,101
1140000,-687264.6685005571,128403.85010714347,-558860.8183934136,301.9480203523118,502.2263199507671,101
1145000,-687291.5291037234,127446.39264991769,-559845.1364538057,299.6965116667105,499.86283269076307,101
1150000,-686508.7598550604,128529.66121169677,-557979.0986433636,302.24387140293453,500.280479940237,101
1155000,-688345.8556738347,127880.28435644612,-560465.5713173886,300.7168295288635,499.437258958868,101
1160000,-687119.467424552,127303.64286202966,-559815.8245625223,299.360828462332,501.19420287994484,101
1165000,-687080.3015570836,127964.47077325382,-559115.8307838298,300.9147980623182,502.39628528403995,101
1170000,-686180.9235256426,127426.31256808882,-558754.6109575538,299.64929235863144,502.07348350732195,101
1175000,-686890.2086602221,128271.74984736473,-558618.4588128574,301.6373800413325,502.22021099463313,101
1180000,-687906.5139529258,128807.77753006548,-559098.7364228603,302.8978757158039,500.4686097419141,101
1185000,-686805.9513536002,128138.77370545443,-558667.1776481458,301.32468005009076,500.5536079780435,101
1190000,-687036.3122661393,126983.54915770807,-560052.7631084312,298.60811224497166,501.02839585305964,101
1195000,-688372.2349479576,128040.0516965983,-560332.1832513593,301.092530351196,498.92941915088244,101
1200000,-686395.1917773597,127611.0033569815,-558784.1884203781,300.0836019064909,499.12363574671485,101
1205000,-686541.6642385228,128579.77495824103,-557961.8892802817,302.36171636279244,500.2194488982639,101
1210000,-687773.846698205,128626.31954745203,-559147.527150753,302.47116827220674,499.7396595881354,101
1215000,-686565.0270253681,126577.93222004251,-559987.0948053256,297.6542839037865,500.92020913854424,101
1220000,-687147.0036431914,127482.17853493697,-559664.8251082544,299.7806639497542,502.365525309343,101
1225000,-686469.59045914,126875.70497418768,-559593.8854849524,298.3545113000365,501.3649895209724,101
1230000,-686894.6525768037,126614.59590795054,-560280.0566688532,297.74050038384854,499.91957804216213,101
1235000,-688330.4999024263,126719.27013479825,-561611.229767628,297.9866470184876,498.81460454850907,101
1240000,-686908.8051353996,128046.55421755888,-558862.2509178407,301.10782135165823,499.97195142479643,101
1245000,-686619.2482292824,127627.30937045092,-558991.9388588315,300.12194630568786,501.07594358244745,101
1250000,-686082.1481572911,127221.75261862273,-558860.3955386684,299.16825949448355,500.52387133788307,101
1255000,-687818.3866072823,128068.00799711264,-559750.3786101697,301.15827097805123,498.64409024352904,101
1260000,-687530.6604341478,126640.8977535519,-560889.762680596,297.8023504779408,498.4156875229561,101
1265000,-687122.1402088776,127046.13844579132,-560076.0017630863,298.75529405935055,499.77076210527,101
1270000,-686756.3207385829,126421.99717537477,-560334.3235632081,297.2875949143077,499.592996648336,101
1275000,-686864.731860362,128008.26810530026,-558856.4637550617,301.01778966028894,499.6063756261592,101
1280000,-687443.1292906278,126728.08433950797,-560715.0449511198,298.0073740579094,498.6077010107769,101
1285000,-686077.3652829668,128481.45833082852,-557595.9069521383,302.13051993846284,501.4749483330298,101
1290000,-686128.5593722891,127460.93313953187,-558667.6262327572,299.7307043490194,502.0148316417377,101
1295000,-686139.5376931285,126891.62452710967,-559247.9131660188,298.39194691809365,500.6539117876778,101
1300000,-685073.2443644456,129112.35979881173,-555960.8845656338,303.6141160232838,502.4430509727136,101
1305000,-686614.8700618404,127757.45098140475,-558857.4190804356,300.4279807568369,503.03360637929626,101
1310000,-685707.1996710007,126919.19669010864,-558788.0029808921,298.45678422653435,501.3863335219518,101
1315000,-686892.5653231665,127282.59359623119,-559609.9717269354,299.311330070092,500.0081071674742,101
1320000,-687014.745404446,127939.38808630186,-559075.3573181442,300.8558148802411,500.5847302629233,101
1325000,-688033.7352540507,127015.5327056608,-561018.2025483899,298.6833231438669,500.88870021211847,101
1330000,-687309.203401017,126089.56084052555,-561219.6425604915,296.5058543892601,501.1205911893484,101
1335000,-686239.6094024195,127570.21473503666,-558669.3946673828,299.9876854395091,500.07685934014285,101
1340000,-686454.0424309564,128101.17300702381,-558352.8694239326,301.2362601433239,501.67565731096295,101
1345000,-686184.662667043,127069.51449535019,-559115.1481716929,298.81026399897513,500.10653258323174,101
1350000,-685443.5155490623,127763.310953571,-557680.2045954913,300.44176077194896,501.9834966926496,101
1355000,-686135.84453204,127209.20288790902,-558926.6416441309,299.1387481804396,501.4780955158796,101
1360000,-686037.6307931254,127498.52812865603,-558539.1026644693,299.81911083006906,502.61264929932236,101
1365000,-686371.214399844,126534.34910382886,-559836.865296015,297.55179604496834,501.0432126366858,101
1370000,-686718.0079478631,126822.77655146387,-559895.2313963992,298.2300474895784,502.5551953329276,101
1375000,-686182.296494218,127517.43589168787,-558664.8606025302,299.86357337236814,501.52330168775944,101
1380000,-686568.917710803,127023.93945708498,-559544.978253718,298.7030920366845,500.10577179796536,101
1385000,-685809.9569799467,127359.52902077802,-558450.4279591687,299.4922475357092,501.1200491628935,101
1390000,-686309.3659879053,127249.22473939776,-559060.1412485075,299.2328615486741,501.55068472429946,101
1395000,-685755.7078878339,128739.69459567178,-557016.0132921622,302.737775319727,501.1199116642078,101
1400000,-686036.450740708,127907.21910074475,-558129.2316399633,300.7801679156244,500.5537005903348,101
1405000,-687141.9450794007,127264.2514046689,-559877.6936747318,299.2681974971471,500.7435117690118,101
1410000,-687302.4951526145,128514.48406021291,-558788.0110924016,302.2081815786706,500.0186875517984,101
1415000,-685450.1428625337,128564.59469683637,-556885.5481656974,302.32601922539556,501.3191501946569,101
1420000,-686772.9202853353,127918.80358868185,-558854.1166966534,300.8074094134181,500.709458075482,101
1425000,-685491.210239403,128357.54685499994,-557133.663384403,301.83913595897815,500.2125072191946,101
1430000,-686667.6633785474,127822.15962209553,-558845.5037564519,300.58014633395914,501.2402682496362,101
1435000,-686764.8370398153,128048.63319952658,-558716.2038402887,301.11271018084034,501.1760825440393,101
1440000,-686679.8347398248,127156.79495259421,-559523.0397872305,299.01550832193186,501.06284428349375,101
1445000,-685579.2427703394,127935.90710705105,-557643.3356632884,300.84762918493067,500.62291269332843,101
1450000,-687442.8832317037,127156.64959165096,-560286.2336400527,299.01516649846616,501.73777537717683,101
1455000,-687766.9380671117,126861.6473721941,-560905.2906949176,298.3214541519111,502.7563171877816,101
1460000,-686088.4274659068,128020.33207757969,-558068.0953883271,301.04615868928863,500.2174528242114,101
